go .	가다 .
he likes hunting .	그는 사냥을 좋아해요 .
he likes oranges .	그는 오렌지를 좋아해요 .
he likes to hunt .	그는 사냥을 좋아해요 .
he looked around .	그는 주위를 둘러보았다 .
he looks healthy .	그는 건강해 보여요 .
he loves animals .	그는 동물을 좋아해요 .
he loves singing .	그는 노래하는 것을 좋아해요 .
he made me do it .	그 사람이 나한테 그렇게 하게 했어 .
he made no reply .	그는 아무 대답도 하지 않았다 .
he meant no harm .	그는 해를 끼치려는 의도가 없었습니다 .
he moves quickly .	그는 빨리 움직인다 .
he must be tired .	그 사람 피곤한가 보다 .
he must love you .	그 사람이 당신을 사랑한 게 틀림없어요 .
he must not live .	그는 살아서는 안 된다 .
he needs a towel .	그는 수건이 필요해요 .
he painted a dog .	그는 개를 그렸습니다 .
he played tennis .	그는 테니스를 쳤어요 .
he ran into debt .	그는 빚을 지게 되었습니다 .
he ratted us out .	그는 우리를 비난했습니다 .
he remained dumb .	그는 여전히 멍청했다 .
he retired at 65 .	그는 65 세에 은퇴했습니다 .
he saved my life .	그는 내 생명을 구했습니다 .
he scares easily .	그는 쉽게 겁을 먹는다 .
he shall have it .	그는 그것을 갖게 될 것입니다 .
he shares a room .	그는 방을 공유합니다 .
he shut the door .	그는 문을 닫았다 .
he slept all day .	그는 하루 종일 잤어요 .
he slept an hour .	그는 한 시간 잤어요 .
he slept soundly .	그는 푹 잤다 .
he speaks arabic .	그는 아랍어를 해요 .
he speaks french .	그 사람은 프랑스어를 할 줄 알아요 .
he told everyone .	그는 모두에게 말했다 .
he took his book .	그는 책을 가져갔습니다 .
he took his time .	그는 시간을 냈다 .
he turned around .	그는 돌아섰다 .
he used his head .	그는 머리를 사용했습니다 .
he used to drink .	그는 술을 마시곤 했어요 .
he wants to come .	그 사람은 오고 싶어해요 .
he was acquitted .	그는 무죄 판결을 받았습니다 .
he was all wrong .	그는 모두 틀렸다 .
he was born rich .	그는 부자로 태어났다 .
he was deaf , too .	그 사람도 귀머거리였어 .
he was impressed .	그는 감동했다 .
he was in france .	그는 프랑스에 있었어요 .
he was intrigued .	그는 흥미를 느꼈다 .
he was tenacious .	그는 끈질겼다 .
he was very poor .	그는 매우 가난했습니다 .
he wears glasses .	그는 안경을 쓴다 .
he wears pajamas .	그는 잠옷을 입는다 .
he went far away .	그는 멀리 갔습니다 .
he went shopping .	그는 쇼핑하러 갔다 .
he will be ready .	그는 준비가 될 것입니다 .
he won't make it .	그는 성공하지 못할 것이다 .
he works sundays .	그는 일요일에 일해요 .
he writes arabic .	그는 아랍어를 씁니다 .
he'll understand .	그 사람도 이해해 줄 거예요…
he's a bartender .	그 사람은 바텐더예요 .
he's a biologist .	그는 생물학자예요 .
he's a bit drunk .	그 사람 좀 취했어요 .
he's a bit naive .	그 사람은 좀 순진해요 .
he's a bit tipsy .	그 사람은 좀 취한 편이에요 .
he's a cat lover .	그는 고양이를 좋아해요 .
he's a gentleman .	그 사람은 신사예요 .
he's a good liar .	그는 좋은 거짓말쟁이야 .
he's a grown man .	그는 어른이에요 .
he's a historian .	그는 역사가입니다 .
he's a nonsmoker .	그 사람은 비흡연자예요 .
he's a sophomore .	그 사람은 2학년이야 .
he's a sweet guy .	그는 좋은 사람이야 .
he's about to go .	그는 곧 갈 예정이다 .
he's at her side .	그는 그녀 옆에 있어요 .
he's getting old .	그는 늙어가고 있어요 .
he's got the flu .	그는 독감에 걸렸어요 .
he's here for me .	그는 나를 위해 여기 있습니다 .
he's in my class .	그 사람은 내 수업을 듣고 있어요 .
he's intelligent .	그는 똑똑해요 .
he's just a liar .	그는 단지 거짓말쟁이일 뿐입니다 .
he's kind of shy .	그 사람은 좀 수줍음이 많은 편이에요 .
he's love struck .	그는 사랑에 빠졌습니다 .
he's new in town .	그 사람은 이 동네에 새로 왔어 .
he's not at home .	그 사람은 집에 없어요 .
he's not like us .	그 사람은 우리와 달라요 .
he's not married .	그는 결혼하지 않았습니다 .
he's not my type .	그 사람은 내 타입이 아니야 .
he's not perfect .	그는 완벽하지 않습니다 .
he's not serious .	그 사람은 진지하지 않아요 .
he's open-minded .	그는 개방적이에요 .
he's out of town .	그 사람은 도시에 없어요 .
he's ready to go .	그는 갈 준비가 되었습니다 .
he's still alive .	그는 아직 살아있습니다 .
he's such a jerk .	그 사람 정말 바보야 .
he's unconscious .	그는 의식이 없습니다 .
he's watching me .	그 사람이 나를 지켜보고 있어요 .
he's your father .	그 사람은 네 아버지야 .
he's your friend .	그는 당신의 친구입니다 .
heaven knows why .	하늘은 그 이유를 알고 있다 .
help me out here .	여기서 나를 도와주세요 .
her hair is long .	그녀의 머리는 길어요 .
here is the bill .	여기 청구서가 있습니다 .
here is your bag .	여기 당신 가방이 있어요 .
here is your dog .	여기 당신의 개가 있습니다 .
here is your key .	여기 열쇠가 있습니다 .
here's my chance .	여기 기회가 있어요 .
here's your beer .	여기 맥주 있어요 .
here's your desk .	여기 당신 책상이 있어요 .
here's your milk .	여기 우유 있어요 .
here , drink this .	자, 이거 마셔요 .
hey , what's this ?	안녕, 이게 뭐야 ?
hey , where's tom ?	안녕, 톰은 어디 있어 ?
hi ! i'm new here .	안녕 ! 난 여기에 처음 왔어요 .
hold on a minute .	잠깐만요 .
horses eat grass .	말은 풀을 먹는다 .
how about a beer ?	맥주는 어때 ?
how are the kids ?	아이들은 잘 지내요 ?
how cool is this ?	이거 얼마나 멋진데 ?
how do i do that ?	어떻게 해야 합니까 ?
how do i do this ?	이걸 어떻게 해야 하지 ?
how do you do it ?	어떻게 합니까 ?
how does it feel ?	기분이 어때요 ?
how does it look ?	그것은 어떻게 보입니까 ?
how does it work ?	어떻게 작동하나요 ?
how embarrassing !	얼마나 창피한가 !
how good are you ?	당신은 얼마나 좋은가요 ?
how is the salad ?	샐러드는 어때요 ?
how is your cold ?	감기는 좀 어때 ?
how is your wife ?	당신 아내는 잘 지내요 ?
how lucky we are !	우리는 얼마나 운이 좋은가 !
how much is that ?	그거 얼마예요 ?
how much is this ?	이거 얼마예요 ?
how strong he is !	그 사람은 얼마나 강한 사람인가 !
how stupid he is !	그 사람은 얼마나 멍청한가 !
how stupid of me !	내가 얼마나 어리석은가 !
how tall are you ?	키가 몇이에요 ?
how tall you are !	당신 키가 얼마나 돼요 ?
how unlucky i am !	나는 얼마나 불행한가 !
how very curious !	정말 궁금하네요 !
how was the food ?	음식은 어땠어요 ?
how was your day ?	오늘 어땠나요 ?
how was your nap ?	낮잠은 어땠어 ?
how you've grown !	당신은 얼마나 성장했는지 !
how're you doing ?	잘 지내요 ?
how's that again ?	그건 또 어때 ?
how's the family ?	가족은 잘 지내요 ?
hurry up , please .	서둘러 주세요 .
i abhor violence .	나는 폭력을 싫어한다 .
i agree with him .	나는 그 사람의 의견에 동의합니다 .
i agree with you .	나는 당신의 의견에 동의합니다 .
i agreed to stay .	나는 머물기로 동의했다 .
i almost drowned .	나는 거의 익사할 뻔했다 .
i almost sneezed .	나는 거의 재채기를 할 뻔했다 .
i already did it .	나는 이미 그것을 했다 .
i am a bit drunk .	나 좀 취했어 .
i am a foreigner .	나는 외국인입니다 .
i am a housewife .	나는 주부입니다 .
i am a professor .	나는 교수입니다 .
i am a volunteer .	나는 자원봉사자입니다 .
i am an american .	나는 미국인입니다 .
i am cooking now .	나 지금 요리 중이야 .
i am dumbfounded .	나는 어이가 없다 .
i am from brazil .	저는 브라질 출신이에요 .
i am from france .	나는 프랑스 출신이에요 .
i am from russia .	나는 러시아 출신이에요 .
i am frying fish .	나는 생선을 튀기고 있어요 .
i am not a witch .	나는 마녀가 아니다 .
i am not kidding .	농담이 아니예요 .
i am on duty now .	나 지금 근무 중이야 .
i am only joking .	난 그냥 농담이에요 .
i am out of time .	시간이 없어요 .
i am out of work .	나는 직장이 없습니다 .
i am paid weekly .	나는 매주 급여를 받습니다 .
i am pretty sure .	나는 확신한다 .
i am truly sorry .	정말 미안해요 .
i am very hungry .	나는 매우 배고프다 .
i appreciated it .	고마워요 .
i ate on the bus .	나는 버스에서 먹었다 .
i began to speak .	나는 말하기 시작했다 .
i began to sweat .	나는 땀을 흘리기 시작했다 .
i begin tomorrow .	나는 내일부터 시작한다 .
i believe in god .	나는 신을 믿습니다 .
i believe in him .	나는 그를 믿어요 .
i believe in you .	나는 당신을 믿습니다 .
i bought a house .	나는 집을 샀다 .
i bought a watch .	나는 시계를 샀다 .
i bought bananas .	나는 바나나를 샀다 .
i bowed politely .	나는 정중하게 머리를 숙였다 .
i brought a book .	내가 책을 가져왔어 .
i brought dinner .	내가 저녁을 가져왔어 .
i called earlier .	내가 좀 더 일찍 전화했어요 .
i called him tom .	나는 그 사람을 톰이라고 불렀어요 .
i came yesterday .	나 어제 왔어 .
i can replace it .	내가 교체할 수 있어요 .
i can reschedule .	일정을 다시 정할 수 있어요 .
i can't budge it .	나는 그것을 꿈꿀 수 없다 .
i can't come now .	지금은 갈 수 없어요 .
i can't complain .	나는 불평할 수 없다 .
i can't eat meat .	나는 고기를 먹을 수 없습니다 .
i can't eat pork .	나는 돼지고기를 못 먹어요 .
i can't find tom .	톰을 찾을 수 없어요 .
i can't fix this .	난 이걸 고칠 수 없어 .
i can't hear tom .	톰의 목소리가 들리지 않아요 .
i can't join you .	나는 당신과 함께 할 수 없습니다 .
i can't reach it .	나는 거기에 도달할 수 없습니다 .
i can't remember .	기억이 나지 않습니다 .
i can't save you .	나는 당신을 구할 수 없습니다 .
i can't see well .	잘 안보이네요 .
i can't show you .	나는 당신에게 보여줄 수 없습니다 .
i can't stand up .	나는 일어설 수 없다 .
i can't stop tom .	난 톰을 멈출 수 없어 .
i can't stop him .	나는 그를 막을 수 없습니다 .
i can't use that .	나는 그것을 사용할 수 없습니다 .
i cannot whistle .	나는 휘파람을 불 수 없습니다 .
i caught a trout .	나는 송어를 잡았다 .
i caught the flu .	나 독감에 걸렸어 .
i come every day .	난 매일 와요 .
i complain a lot .	나는 불평을 많이 한다 .
i confiscated it .	내가 그것을 압수했어요 .
i could kiss you .	나는 당신에게 키스할 수 있습니다 .
i could see that .	나는 그것을 볼 수 있었다 .
i could've cried .	난 울 수도 있었어 .
i couldn't sleep .	나는 잠을 잘 수 없었다 .
i couldn't speak .	나는 말을 할 수 없었다 .
i couldn't stand .	나는 참을 수 없었다 .
i deserve better .	나는 더 나은 자격이 있습니다 .
i did everything .	나는 모든 것을 했다 .
i did it already .	난 이미 했어요 .
i did it for him .	내가 그 사람을 위해 그랬어요 .
i did it for you .	내가 당신을 위해 그랬어요 .
i did it quickly .	빨리 했어요 .
i did that today .	내가 오늘 그랬어 .
i didn't hear it .	나는 그것을 듣지 못했다 .
i didn't like it .	나는 그것을 좋아하지 않았다 .
i didn't mean it .	그런 뜻은 아니었어요 .
i didn't see her .	나는 그녀를 보지 못했습니다 .
i didn't see him .	나는 그를 보지 못했습니다 .
i didn't see you .	나는 당신을 보지 못했습니다 .
i didn't take it .	나는 그것을 받아들이지 않았다 .
i dislike coffee .	나는 커피를 싫어한다 .
i disregarded it .	나는 그것을 무시했다 .
i do believe you .	나는 당신을 믿습니다 .
i do have a plan .	나에겐 계획이 있어요 .
i don't allow it .	나는 그것을 허용하지 않습니다 .
i don't buy that .	나는 그것을 사지 않습니다 .
i don't disagree .	나는 동의하지 않습니다 .
i don't do drugs .	나는 마약을 하지 않습니다 .
i don't eat meat .	나는 고기를 먹지 않는다 .
i don't eat pork .	나는 돼지고기를 먹지 않는다 .
i don't envy you .	나는 당신을 부러워하지 않습니다 .
i don't hate him .	나는 그를 싫어하지 않습니다 .
i don't hate you .	나는 당신을 싫어하지 않습니다 .
i don't have one .	난 하나도 없어 .
i don't know her .	나는 그녀를 모른다 .
i don't know him .	나는 그 사람을 모른다 .
i don't know why .	왜인지 모르겠어요 .
i don't know yet .	아직은 모르겠어요 .
i don't know you .	나는 당신을 모른다 .
i don't like her .	나는 그녀를 좋아하지 않는다 .
i don't like him .	나는 그를 좋아하지 않는다 .
i don't love her .	나는 그녀를 사랑하지 않습니다 .
i don't mean you .	내 말은 당신을 말하는 것이 아닙니다 .
i don't need tom .	톰은 필요 없어 .
i don't remember .	기억이 안 나요 .
i don't think so .	나는 그렇게 생각하지 않습니다 .
i don't watch tv .	나는 TV를 보지 않는다 .
i drank the wine .	나는 와인을 마셨다 .
