go .	가다 .
i'll be nice .	나는 친절할 것이다 .
i'll explain .	내가 설명할게 .
i'll get ice .	얼음 가져올게요 .
i'll get you .	내가 데려다 줄게 .
i'll go back .	나는 돌아갈 것이다 .
i'll go home .	나는 집에 갈 것이다 .
i'll go look .	내가 가서 볼게 .
i'll go next .	내가 다음에 갈게 .
i'll grab it .	내가 잡을게 .
i'll jump in .	내가 뛰어들게 .
i'll just go .	난 그냥 갈게 .
i'll kill it .	내가 죽여버릴게 .
i'll open it .	내가 열어볼게 .
i'll pay you .	내가 지불할게 .
i'll read it .	내가 읽어볼게 .
i'll risk it .	위험을 감수하겠습니다 .
i'll sign it .	내가 서명할게 .
i'll sue you .	나는 당신을 고소할 것이다 .
i'll take it .	내가 가져갈게 .
i'm 99% sure .	나는 99% 확신한다 .
i'm canadian .	나는 캐나다 사람이에요 .
i'm a coward .	나는 겁쟁이입니다 .
i'm a dancer .	나는 댄서입니다 .
i'm a doctor .	나는 의사입니다 .
i'm a farmer .	나는 농부입니다 .
i'm a father .	나는 아버지입니다 .
i'm a friend .	나는 친구입니다 .
i'm a genius .	나는 천재입니다 .
i'm a lawyer .	나는 변호사입니다 .
i'm a member .	나는 회원이다 .
i'm a priest .	나는 신부입니다 .
i'm a purist .	나는 순수 주의자입니다 .
i'm a singer .	나는 가수입니다 .
i'm a surfer .	나는 서퍼입니다 .
i'm addicted .	나는 중독됐다 .
i'm all done .	난 다 끝났어 .
i'm all ears .	난 다 귀를 기울이고 있어 .
i'm an adult .	나는 어른이에요 .
i'm an agent .	나는 대리인이다 .
i'm bleeding .	피가 나고 있어요 .
i'm bluffing .	난 허세를 부리고 있어 .
i'm confused .	혼란스러워요 .
i'm creative .	나는 창의적이다 .
i'm cultured .	나는 교양있어 .
i'm divorced .	나는 이혼했다 .
i'm drowning .	나는 익사하고 있어요 .
i'm eighteen .	나는 열여덟 살이에요 .
i'm faithful .	나는 충실하다 .
i'm famished .	나는 배고프다 .
i'm fearless .	나는 겁이 없다 .
i'm fighting .	나는 싸우고있다 .
i'm finished .	난 끝났어 .
i'm free now .	나는 지금 시간이다 .
i'm freezing .	나 얼어붙었어 .
i'm grateful .	나는 감사합니다 .
i'm grounded .	나는 근거가 없다 .
i'm gullible .	나는 속기 쉽다 .
i'm homesick .	나 향수병이야 .
i'm hungover .	나 숙취야 .
i'm in paris .	나는 파리에 있어요 .
i'm innocent .	나는 결백하다 .
i'm involved .	나는 관련되어 있습니다 .
i'm managing .	내가 관리하고 있어 .
i'm mistaken .	내가 틀렸어 .
i'm new here .	난 여기에 처음 왔어요 .
i'm no rebel .	나는 반역자가 아니다 .
i'm no saint .	나는 성자가 아니다 .
i'm not busy .	난 안 바빠요 .
i'm not deaf .	나는 귀머거리가 아니다 .
i'm not done .	난 아직 안 끝났어 .
i'm not dumb .	난 바보가 아니야 .
i'm not evil .	나는 악하지 않다 .
i'm not here .	난 여기 없어 .
i'm not home .	나 집에 없어 .
i'm not hurt .	나 안 다쳤어 .
i'm not mean .	난 심술궂은 게 아니야 .
i'm not rich .	나는 부자가 아니다 .
i'm not sure .	잘 모르겠어요 .
i'm not tall .	나는 키가 크지 않습니다 .
i'm not ugly .	난 못생기지 않았어 .
i'm not well .	나는 몸이 좋지 않다 .
i'm obedient .	나는 순종적이다 .
i'm off-duty .	난 비번이야 .
i'm offended .	기분이 상했어요 .
i'm outraged .	나는 분노한다 .
i'm positive .	나는 긍정적이다 .
i'm powerful .	나는 강력하다 .
i'm pregnant .	나 임신했어 .
i'm prepared .	나는 준비됐다 .
i'm punctual .	나는 시간을 잘 지킨다 .
i'm rational .	나는 합리적이다 .
i'm reformed .	나는 개혁됐다 .
i'm reliable .	나는 믿을 만해요 .
i'm restless .	나는 불안하다 .
i'm ruthless .	나는 무자비하다 .
i'm shooting .	나는 촬영 중입니다 .
i'm shopping .	나는 쇼핑 중이야 .
i'm sleeping .	나 자고 있어 .
i'm so happy .	정말 기뻐요 .
i'm so sorry .	정말 미안해요 .
i'm so tired !	나 너무 피곤해 !
i'm so tired .	너무 피곤해요 .
i'm speaking .	나는 말하고있다 .
i'm starving !	나 배고파요 !
i'm starving .	나는 배고프다 .
i'm stubborn .	나는 고집이 세다 .
i'm the best .	내가 최고야 .
i'm the boss .	내가 사장이에요 .
i'm thinking .	나는 생각하고있다 .
i'm thorough .	나는 철저하다 .
i'm thrilled .	나는 신난다 .
i'm ticklish .	난 간지럽다 .
i'm too busy .	나는 너무 바빠요 .
i'm truthful .	나는 진실하다 .
i'm unbiased .	나는 편견이 없습니다 .
i'm upstairs .	나는 위층에 있어요 .
i'm very fat .	나는 매우 뚱뚱해요 .
i'm very sad .	나는 매우 슬프다 .
i'm very shy .	나는 매우 부끄러워요 .
i'm worn out .	나는 지쳤어요 .
i've checked .	나는 확인했다 .
i've decided .	나는 결정했다 .
i've done it .	내가 해냈어 .
i've got you .	나는 당신을 얻었다 .
i've lost it .	나는 그것을 잃어버렸어요 .
i've no idea .	난 모르겠어요 .
i've retired .	나는 은퇴했다 .
i've seen it .	나는 그것을 보았다 .
iron is hard .	철은 단단하다 .
is tom alive ?	톰은 살아 있나요 ?
is tom drunk ?	톰 취했어 ?
is tom right ?	톰 맞지 ?
is tom there ?	톰 거기 있어요 ?
is it a deal ?	거래야 ?
is it a deer ?	사슴인가요 ?
is it a joke ?	농담이야 ?
is it a wolf ?	늑대야 ?
is it an elk ?	엘크야 ?
is it broken ?	고장 났나요 ?
is it cancer ?	암인가요 ?
is it cloudy ?	날씨가 흐려 ?
is it enough ?	그것으로 충분합니까 ?
is it nearby ?	근처야 ?
is that a no ?	그거 아니오야 ?
is that love ?	그게 사랑이야 ?
is that true ?	그게 사실이야 ?
is this fake ?	이거 가짜야 ?
is this love ?	이게 사랑이야 ?
is this true ?	이게 사실이야 ?
is this wine ?	이게 와인이야 ?
it amazed me .	그것은 나를 놀라게 했다 .
it felt good .	기분이 좋았어요 .
it has begun .	그것은 시작되었습니다 .
it is a book .	그것은 책이다 .
it is a song .	그것은 노래이다 .
it is my cat .	내 고양이 야 .
it is unfair .	그것은 불공평하다 .
it isn't new .	그것은 새로운 것이 아닙니다 .
it may break .	깨질 수도 있습니다 .
it scared me .	그것은 나를 무서워했다 .
it took time .	시간이 걸렸어요 .
it was black .	그것은 검은색이었다 .
it was night .	밤이었다 .
it was noisy .	시끄러웠어요 .
it was white .	그것은 흰색이었다 .
it wasn't me .	내가 아니었어 .
it will burn .	그것은 타버릴 것이다 .
it will heal .	그것은 치유될 것이다 .
it'll be hot .	더울 거예요 .
it'll happen .	그것은 일어날 것이다 .
it's a curse .	그것은 저주입니다 .
it's a fruit .	그것은 과일이다 .
it's a plant .	그것은 식물입니다 .
it's a rumor .	그것은 소문이다 .
it's a shame .	안타깝네요…
it's a waste .	그건 낭비야 .
it's all wet .	다 젖었어 .
it's awesome .	정말 굉장해요 .
it's bedtime .	취침 시간이야 .
it's complex .	그것은 복잡합니다 .
it's for you .	그것은 당신을위한 것입니다 .
it's garbage .	쓰레기야 .
it's genuine .	그것은 진짜입니다 .
it's hideous .	그것은 끔찍하다 .
it's missing .	누락되었습니다 .
it's morning .	아침이에요 .
it's my book .	내 책이야 .
it's my turn .	내 차례야 .
it's no good .	안 좋아 .
it's no joke .	농담이 아닙니다 .
it's not new .	그것은 새로운 것이 아닙니다 .
it's nothing .	그것은 아무것도 아니다 .
it's obvious .	그것은 명백하다 .
it's on fire .	불이 났어요 .
it's our car .	우리 차야 .
it's perfect .	완벽해요 .
it's serious .	심각해요 .
it's snowing .	눈이 온다 .
it's so easy .	너무 쉽습니다 .
it's started .	그것은 시작되었습니다 .
it's suicide .	자살이야 .
it's the law .	그것은 법이다 .
it's too big .	너무 커요 .
it's too hot .	너무 덥다 .
just say yes .	그냥 그렇다고 대답하세요 .
keep driving .	계속 운전해 .
keep it warm .	따뜻하게 유지하세요 .
keep looking .	계속 찾아보세요 .
keep reading .	계속 읽으십시오 .
keep running .	계속 달려라 .
keep singing .	계속 노래해 .
keep talking .	계속 얘기해 .
keep working .	계속 일하세요 .
keep writing .	계속 쓰세요 .
ladies first .	숙녀 우선 .
lead the way .	길을 인도하다 .
let go of it .	그것을 놓아라 .
let go of me .	나를 놓아 줘 .
let me check .	확인해 보겠습니다 .
let me leave !	나 떠나게 해주세요 !
let me sleep .	자게 해줘 .
let's all go .	모두 가자 .
let's bounce .	튀자 .
let's go now .	지금 가자 .
let's listen .	들어 보자 .
let's not go .	가지 말자 .
let's try it .	시도해 보자 .
life goes on .	삶은 계속된다 .
life is hard .	인생은 힘들다 .
look at that !	저거 좀 봐 !
look at this .	이것 좀 봐 .
look closely .	자세히 보세요 .
make a guess .	추측해 보세요 .
mary is cute .	메리는 귀여워요 .
may i cut in ?	내가 끼어들어도 될까요 ?
may i try it ?	내가 시도해봐도 될까 ?
meat , please .	고기 주세요 .
men are pigs .	남자는 돼지야 .
must i go on ?	계속해야 합니까 ?
must i hurry ?	서둘러야 하나 ?
my arm hurts .	팔이 아파요 .
my eyes hurt .	눈이 아프다 .
my feet hurt .	발이 아파요 .
my hip hurts .	엉덩이가 아파요 .
need i go on ?	계속해야 합니까 ?
no one cared .	아무도 신경 쓰지 않았습니다 .
no one cares .	아무도 신경 쓰지 않습니다 .
no one knows .	아무도 모른다 .
no one moved .	아무도 움직이지 않았습니다 .
no one spoke .	아무도 말하지 않았습니다 .
nobody asked .	아무도 묻지 않았습니다 .
nobody knows .	아무도 모른다 .
now drink up .	이제 마셔 .
now fix that .	이제 그 문제를 해결하세요 .
now fix that .	이제 문제를 해결하세요 .
now leave us .	이제 우리를 떠나세요 .
ok . go ahead .	좋아요 . 어서 가세요 .
our eyes met .	우리의 눈이 마주쳤다 .
play it cool .	시원하게 놀아라 .
please hurry .	서둘러 주세요 .
please leave .	떠나주세요 .
please relax .	긴장을 풀어주세요 .
please smile .	웃어주세요 .
see you soon !	곧 봐요 !
set tom free .	톰을 자유롭게 해주세요 .
shame on you !	부끄러워요 !
shame on you .	부끄러워요 .
she can swim .	그녀는 수영을 할 수 있어요 .
she helps us .	그녀는 우리를 도와줍니다 .
she is a fox .	그녀는 여우예요 .
she is lucky .	그녀는 운이 좋다 .
she is quiet .	그녀는 조용해요 .
she is sharp .	그녀는 날카롭다 .
she is wrong .	그녀는 틀렸다 .
she is young .	그녀는 어리다 .
she knows me .	그 사람은 나를 알아요 .
she liked it .	그녀는 그것을 좋아했다 .
she loves me .	그녀는 나를 사랑합니다 .
she may come .	그녀가 올 수도 있습니다 .
she shot him .	그녀는 그를 쐈다 .
she shrieked .	그녀는 비명을 질렀다 .
she stood up .	그녀는 일어섰다 .
she sued him .	그녀는 그를 고소했습니다 .
she was busy .	그녀는 바빴다 .
she went out .	그녀는 나갔다 .
should we go ?	우리 갈까 ?
someone came .	누군가가 왔습니다 .
stay a while .	잠시 머물다 .
stay with me .	나와 함께있어 .
stay with us .	우리와 함께있어 .
step forward .	앞으로 나아가다 .
stop arguing .	논쟁을 멈추십시오 .
stop filming .	촬영을 중단하세요 .
stop gawking .	그만 멍하니 .
stop reading .	읽기를 중지하세요 .
stop smoking .	담배를 끊어라 .
stop staring .	그만 쳐다봐 .
stop talking .	말 좀 그만해 .
stop the car .	차를 멈춰라 .
stop whining .	그만 징징거리세요 .
stop yelling !	그만 소리쳐 !
stop yelling .	그만 소리지르세요 .
sweet dreams !	좋은 꿈 꿔 !
take a break .	휴식을 취하십시오 .
take a whiff .	냄새를 맡아보세요 .
take it easy !	진정하세요 !
take it easy .	진정하세요 .
take me home .	나를 집에 데려다주세요 .
take my hand .	내 손을 잡아라 .
tell me more .	더 말해주세요 .
thanks a lot .	정말 감사합니다 .
thanks again .	다시 한번 감사드립니다 .
that is mine .	그건 내꺼야 .
that will do .	그러면 됩니다 .
that's a lie .	그건 거짓말이에요 .
that's a lot !	그거 정말 많아요 !
that's clear .	그건 분명해요 .
that's crazy .	그건 말도 안돼 .
that's funny .	그거 재밌네요 .
that's great !	훌륭해요 !
that's right !	좋아요 !
that's right .	좋아요 .
that's weird .	그거 이상해요 .
they approve .	그들은 승인합니다 .
they crashed .	그들은 추락했습니다 .
they escaped .	그들은 탈출했다 .
they gave up .	그들은 포기했다 .
they hate us .	그들은 우리를 싫어합니다 .
they know us .	그들은 우리를 알고 있습니다 .
they laughed .	그들은 웃었다 .
they refused .	그들은 거절했다 .
they relaxed .	그들은 편안했다 .
they said no .	그들은 거절했다 .
they sweated .	그들은 땀을 흘렸다 .
they'll grow .	그들은 성장할 것입니다 .
they're back .	그들은 돌아왔다 .
they're boys .	그들은 소년입니다 .
they're cold .	그들은 추워요 .
they're cool .	그들은 멋지다 .
they're cops .	그들은 경찰이에요 .
they're cute .	그들은 귀엽다 .
they're dead .	그들은 죽었어 .
they're done .	다 끝났어 .
they're free .	그들은 무료입니다 .
they're gone .	그들은 사라졌습니다 .
they're here .	그들은 여기 있어요 .
they're mine .	그들은 내 꺼야 .
they're rich .	그들은 부자예요 .
they're safe .	그들은 안전해요 .
they're weak .	그들은 약해요 .
things break .	상황이 깨졌습니다 .
this is cool .	이거 멋지다 .
this is easy .	이것은 쉽습니다 .
this is fine .	괜찮아요 .
this is food .	이것은 음식입니다 .
this is free .	이것은 무료입니다 .
this is gold .	이것은 금이다 .
this is hers .	이것은 그녀의 것입니다 .
this is huge .	이것은 엄청납니다 .
this is lame .	이것은 절름발이입니다 .
this is life !	이것이 인생이다 !
this is love .	이것은 사랑입니다 .
this is mine .	이건 내꺼야 .
this is nice .	이거 좋은데 .
this is ours .	이것은 우리 것입니다 .
this is sick .	이건 아프다 .
this is ugly .	이건 추악하다 .
tom approves .	톰은 승인합니다 .
tom can stay .	톰은 머물 수 있어요 .
tom can walk .	톰은 걸을 수 있어요 .
tom finished .	톰 끝났어 .
tom got weak .	톰이 약해졌어 .
tom hates me .	톰은 나를 싫어해요 .
tom insisted .	톰이 주장했다 .
tom is a spy .	톰은 스파이에요 .
tom is awful .	톰은 정말 끔찍해요 .
tom is blind .	톰은 눈이 멀었어요 .
tom is cruel .	톰은 잔인해요 .
tom is drunk .	톰은 취했어요 .
tom is dying .	톰이 죽어가고 있어요 .
tom is happy .	톰은 행복해요 .
tom is lying .	톰이 거짓말을 하고 있어요 .
tom is naive .	톰은 순진해요 .
tom is quiet .	톰은 조용해요 .
tom is small .	톰은 작아요 .
tom is there .	톰이 거기 있어요 .
tom listened .	톰은 들었다 .
