go .	行く 。
tom is working .	トムは働いています 。
tom isn't dumb .	トムはバカじゃないよ 。
tom isn't here .	トムはここにいません 。
tom isn't rich .	トムは金持ちではありません 。
tom isn't rude .	トムは失礼ではありません 。
tom isn't safe .	トムは安全ではない 。
tom knows mary .	トムはメアリーを知っています 。
tom knows that .	トムはそれを知っています 。
tom liked that .	トムはそれが気に入りました 。
tom likes rock .	トムはロックが好きです 。
tom likes snow .	トムは雪が好きです 。
tom likes them .	トムは彼らが好きです 。
tom likes tofu .	トムは豆腐が好きです 。
tom looks sick .	トムは病気のようです 。
tom loves mary .	トムはメアリーが大好きです 。
tom loves dogs .	トムは犬が大好きです 。
tom loves maps .	トムは地図が大好きです 。
tom made plans .	トムが作った計画 。
tom may change .	トムは変わるかもしれない 。
tom needs help .	トムは助けが必要です 。
tom needs this .	トムにはこれが必要です 。
tom needs work .	トムは仕事が必要だ 。
tom passed out .	トムは気を失った 。
tom seems calm .	トムは落ち着いているようだ 。
tom seems lost .	トムは迷ったようだ 。
tom seems nice .	トムはいいようだ 。
tom set a trap .	トムは罠を仕掛けた 。
tom stopped it .	トムは止めた 。
tom trusts him .	トムは彼を信頼しています 。
tom trusts you .	トムはあなたを信頼しています 。
tom warned you .	トムはあなたに警告しました 。
tom was better .	トムの方が良かった 。
tom was dumped .	トムは捨てられた 。
tom was lonely .	トムは寂しかった 。
tom was stoned .	トムは石を投げられた 。
tom was thirty .	トムは３０歳だった 。
tom will check .	トムがチェックします 。
tom won't know .	トムには分からないだろう 。
tom won't mind .	トムは気にしないよ 。
tom's a doctor .	トムは医者です 。
tom's confused .	トムは混乱しています 。
tom's diabetic .	トムは糖尿病です 。
tom's dreaming .	トムは夢を見ている 。
tom's drowning .	トムは溺れている 。
tom's harmless .	トムは無害です 。
tom's homeless .	トムのホームレス 。
tom's innocent .	トムは無実だ 。
tom's not here .	トムはここにいません 。
tom's sweating .	トムは汗をかいています 。
tom's upstairs .	トムの上の階にいます 。
tom , don't die .	トム、死なないで 。
try not to cry .	泣かないようにしましょう 。
try this sauce .	このソースを試してみてください 。
try to find it .	見つけてみてください 。
try to stop me .	私を止めてみてください 。
turn on the tv .	テレビをつけてください 。
walk tall , son .	背を高くして歩く、息子 。
was that a yes ?	それはイエスでしたか ？
wash your face .	顔を洗います 。
wash your feet .	足を洗います 。
watch the door .	ドアに注目してください 。
watch the rear .	後ろを見てください 。
watch the road .	道路に注意してください 。
watch yourself .	自分自身に注意してください 。
we all cheered .	私たちは皆で歓声を上げました 。
we all do that .	私たち全員がそうします 。
we all knew it .	私たちは皆それを知っていました 。
we all know it .	私たちは皆それを知っています 。
we all laughed .	私たちは皆で笑いました 。
we almost left .	もうすぐ出発です 。
we are all set .	準備は完了です 。
we are doctors .	私たちは医者です 。
we can do that .	私たちにはそれができます 。
we can proceed .	続行できます 。
we can't do it .	私たちにはそれはできません 。
we could crash .	衝突する可能性があります 。
we didn't kiss .	私たちはキスしませんでした 。
we drank a lot .	私たちはたくさん飲みました 。
we had a blast .	とても楽しかったです 。
we had a blast .	we had a blast .
we had to stop .	止めなければなりませんでした 。
we have a deal .	私たちは契約を結んでいます 。
we have a plan .	私たちには計画があります 。
we have a pool .	プールがあります 。
we have enough .	私たちは十分に持っています 。
we have guests .	ゲストがいます 。
we have it all .	私たちはそれをすべて持っています 。
we just landed .	ちょうど着陸しました 。
we knew enough .	私たちは十分に知っていました 。
we know enough .	私たちは十分に知っています 。
we laugh a lot .	私たちはよく笑います 。
we love coffee .	私たちはコーヒーが大好きです 。
we made a deal .	私たちは取引をしました 。
we met earlier .	私たちは以前に会った 。
we must attack .	私たちは攻撃しなければなりません 。
we must decide .	私たちは決断しなければなりません 。
we must escape .	私たちは逃げなければなりません 。
we must go now .	今行かなければなりません 。
we need a hero .	私たちには英雄が必要です 。
we need a plan .	計画が必要です 。
we need action .	行動が必要です 。
we need heroes .	私たちにはヒーローが必要です 。
we need to eat .	私たちは食べる必要があります 。
we need to win .	私たちは勝つ必要があります 。
we needed help .	助けが必要でした 。
we needed this .	これが必要でした 。
we never voted .	私たちは投票したことがありません 。
we only kissed .	私たちはキスだけしました 。
we saw nothing .	何も見えなかった 。
we shook hands .	私たちは握手をしました 。
we should help .	私たちは助けるべきです 。
we should wait .	待つべきです 。
we study music .	私たちは音楽を勉強します 。
we surrendered .	私たちは降伏しました 。
we volunteered .	私たちはボランティアをしました 。
we want change .	私たちは変化が欲しいです 。
we were beaten .	私たちは殴られました 。
we were wasted .	私たちは無駄でした 。
we'll be there .	私たちはそこにいます 。
we'll call you .	電話いたします 。
we'll continue .	続けます 。
we'll help you .	私たちがお手伝いします 。
we'll miss tom .	トムがいなくなると寂しくなるよ 。
we'll miss you .	あなたがいなくて寂しいです 。
we'll paint it .	ペイントしてみます 。
we're a couple .	私たちはカップルです 。
we're a family .	私たちは家族です 。
we're all busy .	私たちは皆忙しいです 。
we're all done .	もう終わりです 。
we're all ears .	私たちは皆耳を持っています 。
we're all here .	私たちは皆ここにいます 。
we're all safe .	私たちは皆安全です 。
we're brothers .	私たちは兄弟です 。
