go .	行く 。
where's the boss ?	上司はどこですか ？
where's the exit ?	出口はどこですか ？
where's the food ?	食べ物はどこですか ？
where's the park ?	公園はどこですか ？
where's the rest ?	残りはどこですか ？
where's the soap ?	石鹸はどこですか ？
where's your dog ?	あなたの犬はどこですか ？
where's your hat ?	あなたの帽子はどこですか ？
which is cheaper ?	どちらが安いですか ？
which is correct ?	どれが正しいですか ？
which is our car ?	私たちの車はどれですか ？
which one was it ?	どれでしたか ？
which way is out ?	どちらが外ですか ？
who brought this ?	誰がこれを持ってきたのですか ？
who decided that ?	誰がそれを決めたのですか ？
who developed it ?	誰が開発したのですか ？
who did you meet ?	誰に会ったのですか ？
who do you trust ?	あなたは誰を信頼しますか ？
who else is here ?	他に誰がここにいるの ？
who is that lady ?	あの女性は誰ですか ？
who is this girl ?	この女の子は誰ですか ？
who is this lady ?	この女性は誰ですか ？
who notified you ?	誰があなたに通知しましたか ？
who ordered that ?	誰がそれを注文したのですか ？
who painted that ?	誰がそれを描きましたか ？
who painted this ?	これを描いたのは誰ですか ？
who took my keys ?	誰が私の鍵を奪ったのですか ？
who will help me ?	誰が私を助けてくれますか ？
who would notice ?	誰が気づくでしょうか ？
who's had enough ?	誰がもう十分ですか ？
who's in command ?	誰が指揮をとっているのですか ？
who's in control ?	誰がコントロールしているのですか ？
who's my teacher ?	私の先生は誰ですか ？
who's not coming ?	誰が来ないの ？
who's the author ?	著者は誰ですか ？
whose turn is it ?	誰の番ですか ？
why are you here ?	なぜここにいるのですか ？
why are you late ?	なぜ遅いのですか ？
why are you lazy ?	なぜ怠けているのですか ？
why can't i hear ?	なぜ聞こえないのですか ？
why can't i move ?	なぜ動けないのですか ？
why did tom call ?	なぜトムは電話したのですか ？
why did you call ?	なぜ電話したのですか ？
why did you come ?	なぜ来たのですか ？
why did you quit ?	なぜ辞めたのですか ？
why did you stop ?	なぜやめたのですか ？
why do you study ?	なぜ勉強するのですか ？
why would he lie ?	なぜ彼は嘘をつくのでしょうか ？
will that be all ?	それだけでしょうか ？
will that change ?	それは変わりますか ？
will you go , too ?	あなたも行きますか ？
will you help me ?	手伝ってくれますか ？
will you join us ?	参加しませんか ？
will you shut up ?	黙りますか ？
will you tell me ?	教えてくれますか ？
winter is coming .	冬が来ています 。
words failed her .	彼女は言葉を失いました 。
words failed him .	彼は言葉を失いました 。
would it help me ?	それは私を助けるでしょうか ？
x marks the spot .	x はスポットをマークします 。
yolks are yellow .	黄身は黄色です 。
you abandoned me .	あなたは私を捨てました 。
you all did well .	皆さんよく頑張りました 。
you are a doctor .	あなたは医者です 。
you are a genius .	あなたは天才です 。
you are blushing .	あなたは赤くなっています 。
you are children .	あなたたちは子供です 。
you are deranged .	あなたは気が狂っています 。
you are dreaming .	あなたは夢を見ています 。
you are fabulous .	あなたは素晴らしいです 。
you are gorgeous .	あなたは素晴らしいです 。
you are hopeless .	あなたは絶望的です 。
you are not kind .	あなたは親切ではありません 。
you are to blame .	あなたが悪いのです 。
you are too late .	あなたは遅すぎます 。
you aren't wrong .	あなたは間違っていません 。
you better hurry .	急いだほうがいいですよ 。
you blew it , tom .	やりましたね、トム 。
you came at five .	あなたは５時に来ましたね 。
you came in late .	あなたは遅れて来た 。
you can all help .	皆さんも手伝ってください 。
you can go there .	そこに行くことができます 。
you can look now .	今すぐ見ることができます 。
you can trust me .	あなたは私を信頼できます 。
you can trust us .	私たちを信頼していただけます 。
you can use mine .	私のものを使用できます 。
you can't buy me .	あなたは私を買うことはできません 。
you can't go now .	今は行けません 。
you can't go out .	外出はできません 。
you can't go yet .	まだ行けません 。
you can't say no .	ノーとは言えません 。
you deserve more .	あなたにはもっと価値がある 。
you deserve this .	あなたはこれに値します 。
you did say that .	あなたはそう言いましたね 。
you gave me hope .	あなたは私に希望を与えてくれました 。
you had a choice .	あなたには選択肢がありました 。
you have a guest .	ゲストがいます 。
you have a point .	あなたには一理あります 。
you have a watch .	あなたは時計を持っています 。
you have my word .	あなたには私の言葉があります 。
