go .	行く 。
i'll get you .	迎えに行きます 。
i'll go back .	戻ります 。
i'll go home .	家に帰ります 。
i'll go look .	見に行きます 。
i'll go next .	次に行きます 。
i'll grab it .	私がそれをつかみます 。
i'll jump in .	飛び込みます 。
i'll just go .	ただ行きます 。
i'll kill it .	殺します 。
i'll open it .	開けます 。
i'll pay you .	私が支払います 。
i'll read it .	読みます 。
i'll risk it .	危険を冒してやるよ 。
i'll sign it .	署名します 。
i'll sue you .	訴えますよ 。
i'll take it .	買います 。
i'm 99% sure .	私は99%確信しています 。
i'm canadian .	私はカナダ人です 。
i'm a coward .	私は臆病者です 。
i'm a dancer .	私はダンサーです 。
i'm a doctor .	私は医者です 。
i'm a farmer .	私は農家です 。
i'm a father .	私は父親です 。
i'm a friend .	私は友達です 。
i'm a genius .	私は天才です 。
i'm a lawyer .	私は弁護士です 。
i'm a member .	私は会員です 。
i'm a priest .	私は司祭です 。
i'm a purist .	私は純粋主義者です 。
i'm a singer .	私は歌手です 。
i'm a surfer .	私はサーファーです 。
i'm addicted .	私は中毒です 。
i'm all done .	もう終わりです 。
i'm all ears .	私はすべての耳を持っています 。
i'm an adult .	私は大人です 。
i'm an agent .	私はエージェントです 。
i'm bleeding .	血が出てます 。
i'm bluffing .	はったりしてます 。
i'm confused .	私は混乱しています 。
i'm creative .	私はクリエイティブです 。
i'm cultured .	私は文化的です 。
i'm divorced .	私は離婚者です 。
i'm drowning .	私は溺れています 。
i'm eighteen .	私は18歳です 。
i'm faithful .	私は忠実です 。
i'm famished .	お腹が空いた 。
i'm fearless .	私は恐れ知らずです 。
i'm fighting .	私は戦っている 。
i'm finished .	もう終わりです 。
i'm free now .	今は自由です 。
i'm freezing .	凍えています 。
i'm grateful .	感謝しています 。
i'm grounded .	私は接地しています 。
i'm gullible .	私はだまされやすいです 。
i'm homesick .	ホームシックです 。
i'm hungover .	二日酔いです 。
i'm in paris .	私はパリにいます 。
i'm innocent .	私は無実です 。
i'm involved .	私は関わっています 。
i'm managing .	私が管理しています 。
i'm mistaken .	私は間違っています 。
i'm new here .	私はここに来たのは初めてです 。
i'm no rebel .	私は反逆者ではありません 。
i'm no saint .	私は聖人ではありません 。
i'm not busy .	忙しくありません 。
i'm not deaf .	私は聴覚障害者ではありません 。
i'm not done .	まだ終わっていない 。
i'm not dumb .	私は愚かではありません 。
i'm not evil .	私は悪くない 。
i'm not here .	私はここにいません 。
i'm not home .	家にいません 。
i'm not hurt .	私は怪我していません 。
i'm not mean .	意地悪じゃないよ 。
i'm not rich .	私は金持ちではありません 。
i'm not sure .	よくわからない 。
i'm not tall .	私は背が高くありません 。
i'm not ugly .	私は醜くない 。
i'm not well .	体調が良くありません 。
i'm obedient .	私は従順です 。
i'm off-duty .	私は非番です 。
i'm offended .	腹が立った 。
i'm outraged .	私は激怒しています 。
i'm positive .	私は肯定的です 。
i'm powerful .	私は強いです 。
i'm pregnant .	私は妊娠しています 。
i'm prepared .	準備はできています 。
i'm punctual .	私は時間厳守です 。
i'm rational .	私は合理的です 。
i'm reformed .	私は改心しました 。
i'm reliable .	私は信頼できます 。
i'm restless .	落ち着かない 。
i'm ruthless .	私は無慈悲です 。
i'm shooting .	撮影中です 。
i'm shopping .	買い物をしています 。
i'm sleeping .	私は寝ています 。
i'm so happy .	私はとても幸せです 。
i'm so sorry .	ごめんなさい 。
i'm so tired !	私はとても疲れている ！
i'm so tired .	私はとても疲れている 。
i'm speaking .	私は話しています 。
i'm starving !	私はお腹が空いています ！
i'm starving .	私はお腹が空いています 。
i'm stubborn .	私は頑固です 。
i'm the best .	私は最高です 。
i'm the boss .	私が上司です 。
i'm thinking .	私は考えています 。
i'm thorough .	私は徹底しています 。
i'm thrilled .	興奮しています 。
i'm ticklish .	私はくすぐったいです 。
i'm too busy .	忙しすぎます 。
i'm truthful .	私は正直です 。
i'm unbiased .	私は偏見がありません 。
i'm upstairs .	私は二階にいます 。
i'm very fat .	私はとても太っています 。
i'm very sad .	とても悲しいです 。
i'm very shy .	私はとても恥ずかしがり屋です 。
i'm worn out .	私は疲れ果てた 。
i've checked .	チェックしました 。
i've decided .	決めました 。
i've done it .	やりました 。
i've got you .	わかりました 。
i've lost it .	失くしてしまった 。
i've no idea .	分かりません 。
i've retired .	私は退職しました 。
i've seen it .	見たことがあります 。
iron is hard .	鉄は硬いです 。
is tom alive ?	トムは生きていますか ？
is tom drunk ?	トムは酔っていますか ？
is tom right ?	トムは正しいですか ？
is tom there ?	トムはいますか ？
is it a deal ?	それは取引ですか ？
is it a deer ?	鹿ですか ？
is it a joke ?	冗談ですか ？
is it a wolf ?	狼ですか ？
is it an elk ?	ヘラジカですか ？
is it broken ?	壊れていますか ？
is it cancer ?	癌ですか ？
is it cloudy ?	曇っていますか ？
is it enough ?	十分ですか ？
is it nearby ?	近くにありますか ？
is that a no ?	それはノーですか ？
is that love ?	それは愛ですか ？
is that true ?	それは本当ですか ？
is this fake ?	これは偽物ですか ？
is this love ?	これは愛ですか ？
is this true ?	これは本当ですか ？
is this wine ?	これはワインですか ？
it amazed me .	それは私を驚かせました 。
it felt good .	気持ちよかったです 。
it has begun .	始まりました 。
it is a book .	それは本です 。
it is a song .	それは歌です 。
it is my cat .	それは私の猫です 。
it is unfair .	それは不公平です 。
it isn't new .	新しいものではありません 。
it may break .	壊れる可能性があります 。
it scared me .	怖かったです 。
it took time .	時間がかかりました 。
it was black .	黒でした 。
it was night .	夜だった 。
it was noisy .	騒がしかったです 。
it was white .	それは白でした 。
it wasn't me .	それは私ではありませんでした 。
it will burn .	燃えてしまいます 。
it will heal .	それは治ります 。
it'll be hot .	暑いでしょう 。
it'll happen .	それは起こります 。
it's a curse .	それは呪いだ 。
it's a fruit .	それは果物です 。
it's a plant .	それは植物です 。
it's a rumor .	それは噂です 。
it's a shame .	それは残念だ 。
it's a waste .	もったいないです 。
it's all wet .	全部濡れています 。
it's awesome .	素晴らしいです 。
it's bedtime .	就寝時間です 。
it's complex .	それは複雑です 。
it's for you .	それはあなたのためです 。
it's garbage .	それはゴミだ 。
it's genuine .	本物です 。
it's hideous .	それはひどいです 。
it's missing .	それが欠けています 。
it's morning .	朝です 。
it's my book .	それは私の本です 。
