go .	行く 。
what a country !	なんて国なんだ ！
what a letdown !	なんてがっかりしたことでしょう ！
what a miracle !	何という奇跡でしょう ！
what a thought !	何という考えでしょう ！
what a tragedy !	何という悲劇でしょう ！
what about you ?	あなたはどうですか ？
what are those ?	それらは何ですか ？
what causes it ?	何が原因でしょうか ？
what did i get ?	私は何を手に入れましたか ？
what did i win ?	私は何に勝ったのですか ？
what do i care ?	私は何を気にしますか ？
what do i have ?	私は何を持っていますか ？
what do you do ?	職業はなんですか ？
what if i fail ?	失敗したらどうなるの ？
what was taken ?	何が取られたのですか ？
what's it like ?	それはどんな感じですか ？
when did he go ?	彼はいつ行きましたか ？
when do we eat ?	いつ食べますか ？
where are they ?	彼らはどこにいますか ？
where is paris ?	パリはどこですか ？
where were you ?	どこにいましたか ？
where's boston ?	ボストンはどこですか ？
where's an atm ?	atmはどこにありますか ？
where's my bag ?	私のバッグはどこですか ？
where's my car ?	私の車はどこですか ？
where's my tie ?	私のネクタイはどこですか ？
which team won ?	どのチームが勝ちましたか ？
who broke this ?	誰がこれを壊したの ？
who called you ?	誰があなたに電話しましたか ？
who cleaned it ?	誰が掃除したの ？
who did he see ?	彼は誰に会ったのですか ？
who goes there ?	誰がそこに行きますか ？
who is on duty ?	誰が勤務中ですか ？
who killed tom ?	トムを殺したのは誰ですか ?
who knows that ?	誰がそれを知っていますか ？
who needs that ?	誰がそれを必要としていますか ？
who plays golf ?	誰がゴルフをしますか ？
who wants that ?	誰がそれを望んでいますか ？
who wants this ?	誰がこれを望んでいますか ？
who was killed ?	誰が殺されましたか ？
who will do it ?	誰がやるの ？
who would care ?	誰が気にするでしょうか ？
who wrote that ?	誰がそれを書きましたか ？
who's speaking ?	誰が話していますか ？
who's that boy ?	あの男の子は誰ですか ？
who's this guy ?	この人は誰ですか ？
who's watching ?	誰が見ていますか ？
whose are they ?	彼らは誰ですか ？
why do you ask ?	なぜ聞くのですか ？
why do you lie ?	なぜ嘘をつくのですか ？
why is he busy ?	なぜ彼は忙しいのですか ？
will you do it ?	やりますか ？
wind the clock .	時計を巻きます 。
wipe your eyes .	目を拭いてください 。
wipe your nose .	鼻を拭きます 。
yes , i know it .	はい、それはわかっています 。
yes , we can go .	はい、行けるよ 。
you are morons .	あなたは愚か者です 。
you are stupid .	あなたは愚かです 。
you aren't tom .	あなたはトムではありません 。
you changed it ?	変えたんですか ？
you didn't pay .	あなたは支払いませんでした 。
you disgust me .	あなたは私を嫌悪します 。
you have to go .	行かなければなりません 。
you lied to me .	あなたは私に嘘をつきました 。
you look bored .	あなたは退屈そうに見えます 。
you look great .	あなたは素晴らしいですね 。
you look happy .	あなたは幸せそうに見えます 。
you look smart .	あなたは賢そうに見えますね 。
you look tired .	あなたは疲れているように見えます 。
you look upset .	あなたは動揺しているようです 。
you must do it .	それをしなければなりません 。
you must leave .	あなたは去らなければなりません 。
you need a job .	あなたには仕事が必要です 。
you need sleep .	睡眠が必要です 。
you need to go .	行く必要があります 。
you owe me one .	あなたには私に借りがあります 。
you screwed up .	あなたは失敗しました 。
you seem angry .	あなたは怒っているようです 。
you seem happy .	あなたは幸せそうだね 。
you seem upset .	あなたは動揺しているようです 。
you should eat .	食べるべきです 。
you smashed it .	あなたはそれを壊しました 。
you smell good .	いい匂いがしますね 。
you stay there .	あなたはそこにいてください 。
you were great .	あなたは素晴らしかったです 。
you were happy .	あなたは幸せでした 。
you write well .	よく書きますね 。
you'd like tom .	トムが欲しいです 。
you'll all die .	あなたたちは皆死ぬでしょう 。
you'll be fine .	大丈夫ですよ 。
you'll be safe .	あなたは安全です 。
you're a child .	あなたは子供です 。
you're a prude .	あなたは傲慢な人です 。
you're a thief .	あなたは泥棒です 。
you're all mad .	あなたたちは皆怒っています 。
you're all set .	これで準備完了です 。
you're amazing .	あなたは素晴らしいです 。
you're amusing .	あなたは面白いですね 。
you're awesome .	あなたは素晴らしいです 。
you're callous .	あなたは無神経です 。
you're careful .	気をつけてね 。
you're correct .	あなたは正しいです 。
you're elusive .	あなたはとらえどころがないです 。
you're finicky .	あなたは気難しいですね 。
you're foolish .	あなたは愚かです 。
you're in love .	あなたは恋をしています 。
you're in luck .	あなたは幸運です 。
you're invited .	招待されています 。
you're jealous .	あなたは嫉妬しています 。
you're kidding !	冗談だよ ！
you're my boss .	あなたは私の上司です 。
you're my type .	あなたは私のタイプです 。
you're no help .	あなたは役に立ちません 。
you're not bad .	あなたは悪くないよ 。
you're not fat .	あなたは太っていません 。
you're not fit .	あなたは健康ではありません 。
you're precise .	あなたは正確です 。
you're psyched .	あなたは興奮しています 。
you're psychic .	あなたは超能力者です 。
you're selfish .	あなたは利己的です 。
you're sloshed .	あなたはスロッシュです 。
you're smashed .	あなたは打ちのめされています 。
you're so mean .	あなたはとても意地悪です 。
you're the pro .	あなたはプロです 。
you're through .	もう終わりです 。
you're useless .	あなたは駄目だ 。
you're welcome .	どういたしまして 。
you're winning .	あなたは勝っています 。
you've done it !	やったね ！
